disease_id,disease_name,cell_id,cell_name,tissue_id,tissue_name,drug_id,drug_name,mir_id,mir_name,pub_id,pmid,detail
37,"ovarian cancer",296,SKOV,11,ovary,6,paclitaxel,177,miR-135a,207,21552288,"miR-138a contributes to paclitaxel resistance in tumor cells both in vitro and in vivo."
37,"ovarian cancer",299,ST30,11,ovary,6,paclitaxel,90,miR-320a,103,23627607,"The up-regulated miRNAs (miR-320a, 22 and 129-5p) and down-regulatedmiRNAs (miR-9, 155 and 640) were confirmed in paclitaxel-resistant FFPE tumor samples"
37,"ovarian cancer",299,ST30,11,ovary,6,paclitaxel,12,miR-22,103,23627607,"The up-regulated miRNAs (miR-320a, 22 and 129-5p) and down-regulatedmiRNAs (miR-9, 155 and 640) were confirmed in paclitaxel-resistant FFPE tumor samples"
37,"ovarian cancer",299,ST30,11,ovary,6,paclitaxel,169,miR-129-5p,103,23627607,"The up-regulated miRNAs (miR-320a, 22 and 129-5p) and down-regulatedmiRNAs (miR-9, 155 and 640) were confirmed in paclitaxel-resistant FFPE tumor samples"
37,"ovarian cancer",299,ST30,11,ovary,6,paclitaxel,181,miR-9,103,23627607,"The up-regulated miRNAs (miR-320a, 22 and 129-5p) and down-regulatedmiRNAs (miR-9, 155 and 640) were confirmed in paclitaxel-resistant FFPE tumor samples"
37,"ovarian cancer",299,ST30,11,ovary,6,paclitaxel,92,miR-155,103,23627607,"The up-regulated miRNAs (miR-320a, 22 and 129-5p) and down-regulatedmiRNAs (miR-9, 155 and 640) were confirmed in paclitaxel-resistant FFPE tumor samples"
37,"ovarian cancer",299,ST30,11,ovary,6,paclitaxel,144,miR-640,103,23627607,"The up-regulated miRNAs (miR-320a, 22 and 129-5p) and down-regulatedmiRNAs (miR-9, 155 and 640) were confirmed in paclitaxel-resistant FFPE tumor samples"
37,"ovarian cancer",945,"clinical samples",11,ovary,2,cisplatin,181,miR-9,50,24168967,"Patients with higher levels of miR-9 had better chemotherapy response, platinum sensitivity, and longer progression-free survival"
37,"ovarian cancer",945,"clinical samples",11,ovary,2,cisplatin,17,miR-27a,277,19446316,"Tumor microRNA expression patterns associated with resistance to platinum based chemotherapy and survival in ovarian cancer patients."
38,"pancreatic cancer",34,AsPC1,14,pancreas,8,Gemcitabine,204,miR-365,36,24216611,"MiR-365 induces gemcitabine resistance in pancreatic cancer cells by targeting the adaptor protein SHC1 and pro-apoptotic regulator BAX."
38,"pancreatic cancer",34,AsPC1,14,pancreas,8,Gemcitabine,219,miR-200,275,19654291,"Up-regulation of miR-200 and let-7 by natural agents leads to the reversal of epithelial-to-mesenchymal transition in gemcitabine-resistant pancreaticcancer cells."
38,"pancreatic cancer",34,AsPC1,14,pancreas,8,Gemcitabine,191,Let-7,275,19654291,"Up-regulation of miR-200 and let-7 by natural agents leads to the reversal of epithelial-to-mesenchymal transition in gemcitabine-resistant pancreaticcancer cells."
38,"pancreatic cancer",37,BxPC3,14,pancreas,8,Gemcitabine,152,miR-301b,31,24398967,"overexpressed miR-301b may suppress TP63 expression and contributes to promote cell invasiveness and to enhance gemcitabine resistance in pancreatic carcinoma cells"
38,"pancreatic cancer",37,BxPC3,14,pancreas,8,Gemcitabine,18,miR-29a,61,23900458,"the miR-29a-induced resistance to GEM in pancreatic cancer cell lines"
38,"pancreatic cancer",37,BxPC3,14,pancreas,8,Gemcitabine,43,miR-181b,73,24075517,"miR-181b was associated with theresistance of pancreatic cancer cells to gemcitabine"
38,"pancreatic cancer",41,Capan1,14,pancreas,8,Gemcitabine,163,let-7a,129,23335963,"the ratios of mature to precursor let-7a were progressively reduced in gemcitabine-sensitive L3.6pl and Capan-1 cell lines induced to acquire gemcitabine resistance."
38,"pancreatic cancer",17,MIAPaCa2,14,pancreas,8,Gemcitabine,18,miR-29a,61,23900458,"the miR-29a-induced resistance to GEM in pancreatic cancer cell lines"
38,"pancreatic cancer",17,MIAPaCa2,14,pancreas,8,Gemcitabine,219,miR-200,275,19654291,"Up-regulation of miR-200 and let-7 by natural agents leads to the reversal of epithelial-to-mesenchymal transition in gemcitabine-resistant pancreaticcancer cells."
38,"pancreatic cancer",17,MIAPaCa2,14,pancreas,8,Gemcitabine,191,Let-7,275,19654291,"Up-regulation of miR-200 and let-7 by natural agents leads to the reversal of epithelial-to-mesenchymal transition in gemcitabine-resistant pancreaticcancer cells."
38,"pancreatic cancer",75,PSN1,14,pancreas,8,Gemcitabine,18,miR-29a,61,23900458,"the miR-29a-induced resistance to GEM in pancreatic cancer cell lines"
38,"pancreatic cancer",75,PSN1,14,pancreas,8,Gemcitabine,43,miR-181b,73,24075517,"miR-181b was associated with theresistance of pancreatic cancer cells to gemcitabine"
38,"pancreatic cancer",127,HPAC,14,pancreas,8,Gemcitabine,11,miR-21,116,24460329,"MiR-21 upregulation induced by histone acetylation in the promoter zone is associated with chemoresistance to gemcitabine and enhanced malignant potential in pancreatic cancer cells"
38,"pancreatic cancer",102,"MIA PaCa2",14,pancreas,8,Gemcitabine,49,miR-205,84,23073476,"The present study identifies a series of miRNAs which were either upregulated (e.g. miR-146) or downregulated (e.g. miRNA-205, miRNA-7) in gemcitabineresistant MIA PaCa-2 cancer cells and clinical metastatic pancreatic cancer tissues."
38,"pancreatic cancer",102,"MIA PaCa2",14,pancreas,8,Gemcitabine,174,miR-7,84,23073476,"The present study identifies a series of miRNAs which were either upregulated (e.g. miR-146) or downregulated (e.g. miRNA-205, miRNA-7) in gemcitabineresistant MIA PaCa-2 cancer cells and clinical metastatic pancreatic cancer tissues."
38,"pancreatic cancer",102,"MIA PaCa2",14,pancreas,8,Gemcitabine,82,miR-146a,84,23073476,"The present study identifies a series of miRNAs which were either upregulated (e.g. miR-146) or downregulated (e.g. miRNA-205, miRNA-7) in gemcitabineresistant MIA PaCa-2 cancer cells and clinical metastatic pancreatic cancer tissues."
38,"pancreatic cancer",102,"MIA PaCa2",14,pancreas,8,Gemcitabine,11,miR-21,236,21376256,"Upregulation of Bcl-2 directly induced by miR-21 is associated with apoptosis,chemoresistance and proliferation of MIA PaCa-2 pancreatic cancer cells"
38,"pancreatic cancer",152,Panc1,14,pancreas,8,Gemcitabine,152,miR-301b,31,24398967,"overexpressed miR-301b may suppress TP63 expression and contributes to promote cell invasiveness and to enhance gemcitabine resistance in pancreatic carcinoma cells"
38,"pancreatic cancer",152,Panc1,14,pancreas,8,Gemcitabine,204,miR-365,36,24216611,"MiR-365 induces gemcitabine resistance in pancreatic cancer cells by targeting the adaptor protein SHC1 and pro-apoptotic regulator BAX."
38,"pancreatic cancer",152,Panc1,14,pancreas,8,Gemcitabine,18,miR-29a,61,23900458,"the miR-29a-induced resistance to GEM in pancreatic cancer cell lines"
38,"pancreatic cancer",152,Panc1,14,pancreas,8,Gemcitabine,43,miR-181b,73,24075517,"miR-181b was associated with theresistance of pancreatic cancer cells to gemcitabine"
38,"pancreatic cancer",152,Panc1,14,pancreas,8,Gemcitabine,11,miR-21,107,23564788,"Down-regulation of miR-21 by I3C was positively-correlated in a time- and dose-dependent manner. I3C and gemcitabine combination therapy increased cytotoxicity in Panc-1 cells."
38,"pancreatic cancer",152,Panc1,14,pancreas,8,Gemcitabine,11,miR-21,116,24460329,"MiR-21 upregulation induced by histone acetylation in the promoter zone is associated with chemoresistance to gemcitabine and enhanced malignant potential in pancreatic cancer cells"
38,"pancreatic cancer",152,Panc1,14,pancreas,8,Gemcitabine,219,miR-200,275,19654291,"Up-regulation of miR-200 and let-7 by natural agents leads to the reversal of epithelial-to-mesenchymal transition in gemcitabine-resistant pancreaticcancer cells."
38,"pancreatic cancer",152,Panc1,14,pancreas,8,Gemcitabine,191,Let-7,275,19654291,"Up-regulation of miR-200 and let-7 by natural agents leads to the reversal of epithelial-to-mesenchymal transition in gemcitabine-resistant pancreaticcancer cells."
38,"pancreatic cancer",152,Panc1,14,pancreas,8,Gemcitabine,11,miR-21,279,19435867,"The cancer cells transfected with the miR-21 precursor showed significantly increased proliferation, Matrigel invasion, and chemoresistance for gemcitabine compared with the controlcells"
38,"pancreatic cancer",156,SUIT2,14,pancreas,8,Gemcitabine,11,miR-21,279,19435867,"The cancer cells transfected with the miR-21 precursor showed significantly increased proliferation, Matrigel invasion, and chemoresistance for gemcitabine compared with the controlcells"
38,"pancreatic cancer",257,MiaPaCa2P,14,pancreas,8,Gemcitabine,203,miR-320c,81,23799850,"miR-320c regulates gemcitabine-resistance in pancreatic cancer via SMARCC1."
38,"pancreatic cancer",284,PSN1P,14,pancreas,8,Gemcitabine,203,miR-320c,81,23799850,"miR-320c regulates gemcitabine-resistance in pancreatic cancer via SMARCC1."
38,"pancreatic cancer",945,"clinical samples",14,pancreas,8,Gemcitabine,11,miR-21,95,23177026,"the serum level of miR-21 may serve as a predictor of chemosensitivity in advanced pancreatic cancer"
39,"prostate cancer",45,DU145,3,prostate,2,cisplatin,49,miR-205,34,24370341,"miR-205 impairs the autophagic flux and enhances cisplatin cytotoxicity in castration-resistantprostate cancer cells"
39,"prostate cancer",45,DU145,3,prostate,7,docetaxel,91,miR-200c,132,23041061,"Screening for key regulators of an epithelial phenotype revealed a significantly reduced expression of microRNA (miR)-200c and miR-205 in docetaxel-resistant cells."
39,"prostate cancer",45,DU145,3,prostate,7,docetaxel,49,miR-205,132,23041061,"Screening for key regulators of an epithelial phenotype revealed a significantly reduced expression of microRNA (miR)-200c and miR-205 in docetaxel-resistant cells."
39,"prostate cancer",45,DU145,3,prostate,7,docetaxel,75,miR-143,227,21197560,"over-expression of miR-143 in prostate cancer cells suppressed their proliferation and migration and increased their sensitivity to docetaxel by targeting EGFR/RAS/MAPK pathway"
39,"prostate cancer",73,PC3,3,prostate,7,docetaxel,40,miR-34a,7,25053345,"miR-34a is an intracellular and exosomal predictive biomarker for response to docetaxel with clinical relevance to prostate cancer progression"
39,"prostate cancer",73,PC3,3,prostate,2,cisplatin,49,miR-205,34,24370341,"miR-205 impairs the autophagic flux and enhances cisplatin cytotoxicity in castration-resistantprostate cancer cells"
39,"prostate cancer",73,PC3,3,prostate,7,docetaxel,91,miR-200c,132,23041061,"Screening for key regulators of an epithelial phenotype revealed a significantly reduced expression of microRNA (miR)-200c and miR-205 in docetaxel-resistant cells."
39,"prostate cancer",73,PC3,3,prostate,7,docetaxel,49,miR-205,132,23041061,"Screening for key regulators of an epithelial phenotype revealed a significantly reduced expression of microRNA (miR)-200c and miR-205 in docetaxel-resistant cells."
39,"prostate cancer",73,PC3,3,prostate,7,docetaxel,75,miR-143,227,21197560,"over-expression of miR-143 in prostate cancer cells suppressed their proliferation and migration and increased their sensitivity to docetaxel by targeting EGFR/RAS/MAPK pathway"
39,"prostate cancer",73,PC3,3,prostate,6,paclitaxel,40,miR-34a,251,20687223,"MiR-34a over-expression and SIRT1 knockdown attenuated paclitaxel resistance of PC3PR cells."
39,"prostate cancer",73,PC3,3,prostate,7,docetaxel,11,miR-21,260,20581857,"Involvement of microRNA-21 in mediating chemo-resistance to docetaxel in androgen-independent prostate cancer PC3 cells."
39,"prostate cancer",73,PC3,3,prostate,6,paclitaxel,35,miR-148a,261,20406806,"MiR-148a attenuates paclitaxel resistance of hormone-refractory, drug-resistant prostate cancer PC3 cells by regulating MSK1 expression."
39,"prostate cancer",73,PC3,3,prostate,19,Camptothecin,40,miR-34a,280,18834855,"Effects of miR-34a on cell growth and chemoresistance in prostate cancer PC3 cells."
39,"prostate cancer",137,LNCaP,3,prostate,2,cisplatin,99,miR-34b,292,24071644,"In light of these findings, targeting Myc and/or miR-34b/c might revert chemo-resistance."
39,"prostate cancer",137,LNCaP,3,prostate,2,cisplatin,100,miR-34c,292,24071644,"In light of these findings, targeting Myc and/or miR-34b/c might revert chemo-resistance."
39,"prostate cancer",137,LNCaP,3,prostate,1,doxorubicin,99,miR-34b,292,24071644,"In light of these findings, targeting Myc and/or miR-34b/c might revert chemo-resistance."
39,"prostate cancer",137,LNCaP,3,prostate,1,doxorubicin,100,miR-34c,292,24071644,"In light of these findings, targeting Myc and/or miR-34b/c might revert chemo-resistance."
39,"prostate cancer",165,WPE1NB26,3,prostate,7,docetaxel,49,miR-205,238,21368878,"downregulation of miR-205 and miR-31 has an important role in apoptosisresistance in advanced prostate cancer"
39,"prostate cancer",165,WPE1NB26,3,prostate,7,docetaxel,21,miR-31,238,21368878,"downregulation of miR-205 and miR-31 has an important role in apoptosisresistance in advanced prostate cancer"
39,"prostate cancer",165,WPE1NB26,3,prostate,2,cisplatin,49,miR-205,238,21368878,"downregulation of miR-205 and miR-31 has an important role in apoptosisresistance in advanced prostate cancer"
39,"prostate cancer",165,WPE1NB26,3,prostate,2,cisplatin,21,miR-31,238,21368878,"downregulation of miR-205 and miR-31 has an important role in apoptosisresistance in advanced prostate cancer"
39,"prostate cancer",171,22Rv1RD,3,prostate,7,docetaxel,40,miR-34a,7,25053345,"miR-34a is an intracellular and exosomal predictive biomarker for response to docetaxel with clinical relevance to prostate cancer progression"
39,"prostate cancer",195,DU145RD,3,prostate,7,docetaxel,40,miR-34a,7,25053345,"miR-34a is an intracellular and exosomal predictive biomarker for response to docetaxel with clinical relevance to prostate cancer progression"
52,"cutaneous T-cell lymphoma",264,MyLa,8,skin,20,bortezomib,168,miR-125b-5p,127,23527180,"Overexpression of cMyc repressed miR-125b-5p transcription and sensitized lymphoma cells to bortezomib."
52,"cutaneous T-cell lymphoma",292,SeAx,8,skin,20,bortezomib,168,miR-125b-5p,127,23527180,"Overexpression of cMyc repressed miR-125b-5p transcription and sensitized lymphoma cells to bortezomib."
16,"epidermoid carcinoma",241,KBCP.5,8,skin,2,cisplatin,4,miR-15a,138,22942255,"miRNAs in the miR-15/16/195/424/497 family were found to sensitize cisplatin-resistant cells to apoptosis by targeting WEE1 and CHK1."
16,"epidermoid carcinoma",242,KBCP20,8,skin,2,cisplatin,4,miR-15a,138,22942255,"miRNAs in the miR-15/16/195/424/497 family were found to sensitize cisplatin-resistant cells to apoptosis by targeting WEE1 and CHK1."
16,"epidermoid carcinoma",241,KBCP.5,8,skin,2,cisplatin,175,miR-181,109,23137650,"with several members of the miR-181 family overexpressed in two KB cisplatin-resistant lines and in two cisplatin-resistant lungcancer lines"
16,"epidermoid carcinoma",242,KBCP20,8,skin,2,cisplatin,175,miR-181,109,23137650,"with several members of the miR-181 family overexpressed in two KB cisplatin-resistant lines and in two cisplatin-resistant lungcancer lines"
31,melanoma,295,SKMel147,8,skin,200,multidrug,49,miR-205,88,23447575,"We identified a signature composed of high E2F1 and low miR-205 expression that promotes resistance to genotoxic drugs"
31,melanoma,667,WM115A,8,skin,NULL,NULL,91,miR-200c,139,22982443,"Overexpression of miR-200c in melanoma cells resulted in significantly decreased cell proliferation and migratory capacity as well as drugresistance"
31,melanoma,945,"clinical samples",8,skin,191,ABT-737,126,miR-193b,202,21893020,"overexpression of miR-193b restores ABT-737 sensitivity to ABT-737-resistant cells"
6,"metastatic renal cell carcinoma",945,"clinical samples",8,skin,25,sunitinib,153,miR-942,47,24475095,"In vitro experiments were conducted to study the role of miR-942 in sunitinib resistance."
40,"Ewing sarcoma",31,A673,9,"soft tissue",10,etoposide,150,miR-708,158,22723308,"miR-708 expression sensitizes A673 cells to etoposide"
66,"Malignant pleural mesothelioma",945,"clinical samples",9,"soft tissue",56,pemetrexed,6,miR-16,49,24148817,"miR-16 re-expression sensitised MPM cells to pemetrexed and gemcitabine"
66,"Malignant pleural mesothelioma",945,"clinical samples",9,"soft tissue",8,Gemcitabine,6,miR-16,49,24148817,"miR-16 re-expression sensitised MPM cells to pemetrexed and gemcitabine"
42,"gastric cancer",18,MKN45,4,stomach,42,trastuzumab,11,miR-21,43,24154840,"Overexpression of miR-21 decreased the sensitivity of GC cells to trastuzumab, while suppression of miR-21 expression restored the resistance of GC cells to trastuzumab."
42,"gastric cancer",18,MKN45,4,stomach,2,cisplatin,10,miR-20a,76,23924943,"miR-20a promoted the growth, migration and invasion of GC cells, enhanced thechemoresistance of GC cells to cisplatin and docetaxel"
42,"gastric cancer",18,MKN45,4,stomach,7,docetaxel,10,miR-20a,76,23924943,"miR-20a promoted the growth, migration and invasion of GC cells, enhanced thechemoresistance of GC cells to cisplatin and docetaxel"
42,"gastric cancer",18,MKN45,4,stomach,1,doxorubicin,17,miR-27a,221,21569481,"Down-regulation of miR-27a might inhibit proliferation and drug resistance of gastric cancer cells."
42,"gastric cancer",18,MKN45,4,stomach,1,doxorubicin,17,miR-27a,221,21569481,"Down-regulation of miR-27a might inhibit proliferation and drug resistance of gastric cancer cells."
42,"gastric cancer",18,MKN45,4,stomach,9,Fluorouracil,17,miR-27a,221,21569481,"Down-regulation of miR-27a might inhibit proliferation and drug resistance of gastric cancer cells."
42,"gastric cancer",148,NCIN87,4,stomach,42,trastuzumab,11,miR-21,43,24154840,"Overexpression of miR-21 decreased the sensitivity of GC cells to trastuzumab, while suppression of miR-21 expression restored the resistance of GC cells to trastuzumab."
42,"gastric cancer",149,NUGC4,4,stomach,42,trastuzumab,11,miR-21,43,24154840,"Overexpression of miR-21 decreased the sensitivity of GC cells to trastuzumab, while suppression of miR-21 expression restored the resistance of GC cells to trastuzumab."
42,"gastric cancer",293,"SGC 7901",4,stomach,9,Fluorouracil,39,miR-10b,101,23525256,"Human miRNA OneArray  v3 and the results were confirmed by quantitative real time RT PCR. The expression of 9 miRNAs (miR 10b,  22,  31,  133b,  190,  501,  615,  501 5p and  615 5p) was upregulated while the expression of 18 additional miRNAs (miR 32,  197,  210,  766,  1229,  1238,  3131,  3149,  1224 3p,  3162 3p,  532,  877,  4701 5p,  5096,  4728 3p,  1273d,  486 3p and 4763 3p) was downregulated in the SGC 7901/5 Fu cell line compared with its parental cell line"
42,"gastric cancer",293,"SGC 7901",4,stomach,9,Fluorouracil,12,miR-22,101,23525256,"Human miRNA OneArray  v3 and the results were confirmed by quantitative real time RT PCR. The expression of 9 miRNAs (miR 10b,  22,  31,  133b,  190,  501,  615,  501 5p and  615 5p) was upregulated while the expression of 18 additional miRNAs (miR 32,  197,  210,  766,  1229,  1238,  3131,  3149,  1224 3p,  3162 3p,  532,  877,  4701 5p,  5096,  4728 3p,  1273d,  486 3p and 4763 3p) was downregulated in the SGC 7901/5 Fu cell line compared with its parental cell line"
42,"gastric cancer",293,"SGC 7901",4,stomach,9,Fluorouracil,21,miR-31,101,23525256,"Human miRNA OneArray  v3 and the results were confirmed by quantitative real time RT PCR. The expression of 9 miRNAs (miR 10b,  22,  31,  133b,  190,  501,  615,  501 5p and  615 5p) was upregulated while the expression of 18 additional miRNAs (miR 32,  197,  210,  766,  1229,  1238,  3131,  3149,  1224 3p,  3162 3p,  532,  877,  4701 5p,  5096,  4728 3p,  1273d,  486 3p and 4763 3p) was downregulated in the SGC 7901/5 Fu cell line compared with its parental cell line"
42,"gastric cancer",293,"SGC 7901",4,stomach,9,Fluorouracil,115,miR-133b,101,23525256,"Human miRNA OneArray  v3 and the results were confirmed by quantitative real time RT PCR. The expression of 9 miRNAs (miR 10b,  22,  31,  133b,  190,  501,  615,  501 5p and  615 5p) was upregulated while the expression of 18 additional miRNAs (miR 32,  197,  210,  766,  1229,  1238,  3131,  3149,  1224 3p,  3162 3p,  532,  877,  4701 5p,  5096,  4728 3p,  1273d,  486 3p and 4763 3p) was downregulated in the SGC 7901/5 Fu cell line compared with its parental cell line"
42,"gastric cancer",293,"SGC 7901",4,stomach,9,Fluorouracil,87,miR-190,101,23525256,"Human miRNA OneArray  v3 and the results were confirmed by quantitative real time RT PCR. The expression of 9 miRNAs (miR 10b,  22,  31,  133b,  190,  501,  615,  501 5p and  615 5p) was upregulated while the expression of 18 additional miRNAs (miR 32,  197,  210,  766,  1229,  1238,  3131,  3149,  1224 3p,  3162 3p,  532,  877,  4701 5p,  5096,  4728 3p,  1273d,  486 3p and 4763 3p) was downregulated in the SGC 7901/5 Fu cell line compared with its parental cell line"
42,"gastric cancer",293,"SGC 7901",4,stomach,9,Fluorouracil,133,miR-501,101,23525256,"Human miRNA OneArray  v3 and the results were confirmed by quantitative real time RT PCR. The expression of 9 miRNAs (miR 10b,  22,  31,  133b,  190,  501,  615,  501 5p and  615 5p) was upregulated while the expression of 18 additional miRNAs (miR 32,  197,  210,  766,  1229,  1238,  3131,  3149,  1224 3p,  3162 3p,  532,  877,  4701 5p,  5096,  4728 3p,  1273d,  486 3p and 4763 3p) was downregulated in the SGC 7901/5 Fu cell line compared with its parental cell line"
42,"gastric cancer",293,"SGC 7901",4,stomach,9,Fluorouracil,142,miR-615,101,23525256,"Human miRNA OneArray  v3 and the results were confirmed by quantitative real time RT PCR. The expression of 9 miRNAs (miR 10b,  22,  31,  133b,  190,  501,  615,  501 5p and  615 5p) was upregulated while the expression of 18 additional miRNAs (miR 32,  197,  210,  766,  1229,  1238,  3131,  3149,  1224 3p,  3162 3p,  532,  877,  4701 5p,  5096,  4728 3p,  1273d,  486 3p and 4763 3p) was downregulated in the SGC 7901/5 Fu cell line compared with its parental cell line"
42,"gastric cancer",293,"SGC 7901",4,stomach,9,Fluorouracil,190,miR-501-5p,101,23525256,"Human miRNA OneArray  v3 and the results were confirmed by quantitative real time RT PCR. The expression of 9 miRNAs (miR 10b,  22,  31,  133b,  190,  501,  615,  501 5p and  615 5p) was upregulated while the expression of 18 additional miRNAs (miR 32,  197,  210,  766,  1229,  1238,  3131,  3149,  1224 3p,  3162 3p,  532,  877,  4701 5p,  5096,  4728 3p,  1273d,  486 3p and 4763 3p) was downregulated in the SGC 7901/5 Fu cell line compared with its parental cell line"
42,"gastric cancer",293,"SGC 7901",4,stomach,9,Fluorouracil,199,miR-615-5p,101,23525256,"Human miRNA OneArray  v3 and the results were confirmed by quantitative real time RT PCR. The expression of 9 miRNAs (miR 10b,  22,  31,  133b,  190,  501,  615,  501 5p and  615 5p) was upregulated while the expression of 18 additional miRNAs (miR 32,  197,  210,  766,  1229,  1238,  3131,  3149,  1224 3p,  3162 3p,  532,  877,  4701 5p,  5096,  4728 3p,  1273d,  486 3p and 4763 3p) was downregulated in the SGC 7901/5 Fu cell line compared with its parental cell line"
42,"gastric cancer",293,"SGC 7901",4,stomach,9,Fluorouracil,23,miR-32,101,23525256,"Human miRNA OneArray  v3 and the results were confirmed by quantitative real time RT PCR. The expression of 9 miRNAs (miR 10b,  22,  31,  133b,  190,  501,  615,  501 5p and  615 5p) was upregulated while the expression of 18 additional miRNAs (miR 32,  197,  210,  766,  1229,  1238,  3131,  3149,  1224 3p,  3162 3p,  532,  877,  4701 5p,  5096,  4728 3p,  1273d,  486 3p and 4763 3p) was downregulated in the SGC 7901/5 Fu cell line compared with its parental cell line"
42,"gastric cancer",293,"SGC 7901",4,stomach,9,Fluorouracil,33,miR-197,101,23525256,"Human miRNA OneArray  v3 and the results were confirmed by quantitative real time RT PCR. The expression of 9 miRNAs (miR 10b,  22,  31,  133b,  190,  501,  615,  501 5p and  615 5p) was upregulated while the expression of 18 additional miRNAs (miR 32,  197,  210,  766,  1229,  1238,  3131,  3149,  1224 3p,  3162 3p,  532,  877,  4701 5p,  5096,  4728 3p,  1273d,  486 3p and 4763 3p) was downregulated in the SGC 7901/5 Fu cell line compared with its parental cell line"
42,"gastric cancer",293,"SGC 7901",4,stomach,9,Fluorouracil,50,miR-210,101,23525256,"Human miRNA OneArray  v3 and the results were confirmed by quantitative real time RT PCR. The expression of 9 miRNAs (miR 10b,  22,  31,  133b,  190,  501,  615,  501 5p and  615 5p) was upregulated while the expression of 18 additional miRNAs (miR 32,  197,  210,  766,  1229,  1238,  3131,  3149,  1224 3p,  3162 3p,  532,  877,  4701 5p,  5096,  4728 3p,  1273d,  486 3p and 4763 3p) was downregulated in the SGC 7901/5 Fu cell line compared with its parental cell line"
42,"gastric cancer",293,"SGC 7901",4,stomach,9,Fluorouracil,148,miR-766,101,23525256,"Human miRNA OneArray  v3 and the results were confirmed by quantitative real time RT PCR. The expression of 9 miRNAs (miR 10b,  22,  31,  133b,  190,  501,  615,  501 5p and  615 5p) was upregulated while the expression of 18 additional miRNAs (miR 32,  197,  210,  766,  1229,  1238,  3131,  3149,  1224 3p,  3162 3p,  532,  877,  4701 5p,  5096,  4728 3p,  1273d,  486 3p and 4763 3p) was downregulated in the SGC 7901/5 Fu cell line compared with its parental cell line"
42,"gastric cancer",293,"SGC 7901",4,stomach,9,Fluorouracil,155,miR-1229,101,23525256,"Human miRNA OneArray  v3 and the results were confirmed by quantitative real time RT PCR. The expression of 9 miRNAs (miR 10b,  22,  31,  133b,  190,  501,  615,  501 5p and  615 5p) was upregulated while the expression of 18 additional miRNAs (miR 32,  197,  210,  766,  1229,  1238,  3131,  3149,  1224 3p,  3162 3p,  532,  877,  4701 5p,  5096,  4728 3p,  1273d,  486 3p and 4763 3p) was downregulated in the SGC 7901/5 Fu cell line compared with its parental cell line"
42,"gastric cancer",293,"SGC 7901",4,stomach,9,Fluorouracil,156,miR-1238,101,23525256,"Human miRNA OneArray  v3 and the results were confirmed by quantitative real time RT PCR. The expression of 9 miRNAs (miR 10b,  22,  31,  133b,  190,  501,  615,  501 5p and  615 5p) was upregulated while the expression of 18 additional miRNAs (miR 32,  197,  210,  766,  1229,  1238,  3131,  3149,  1224 3p,  3162 3p,  532,  877,  4701 5p,  5096,  4728 3p,  1273d,  486 3p and 4763 3p) was downregulated in the SGC 7901/5 Fu cell line compared with its parental cell line"
42,"gastric cancer",293,"SGC 7901",4,stomach,9,Fluorouracil,159,miR-3131,101,23525256,"Human miRNA OneArray  v3 and the results were confirmed by quantitative real time RT PCR. The expression of 9 miRNAs (miR 10b,  22,  31,  133b,  190,  501,  615,  501 5p and  615 5p) was upregulated while the expression of 18 additional miRNAs (miR 32,  197,  210,  766,  1229,  1238,  3131,  3149,  1224 3p,  3162 3p,  532,  877,  4701 5p,  5096,  4728 3p,  1273d,  486 3p and 4763 3p) was downregulated in the SGC 7901/5 Fu cell line compared with its parental cell line"
42,"gastric cancer",293,"SGC 7901",4,stomach,9,Fluorouracil,160,miR-3149,101,23525256,"Human miRNA OneArray  v3 and the results were confirmed by quantitative real time RT PCR. The expression of 9 miRNAs (miR 10b,  22,  31,  133b,  190,  501,  615,  501 5p and  615 5p) was upregulated while the expression of 18 additional miRNAs (miR 32,  197,  210,  766,  1229,  1238,  3131,  3149,  1224 3p,  3162 3p,  532,  877,  4701 5p,  5096,  4728 3p,  1273d,  486 3p and 4763 3p) was downregulated in the SGC 7901/5 Fu cell line compared with its parental cell line"
42,"gastric cancer",293,"SGC 7901",4,stomach,9,Fluorouracil,202,miR-1224-3p,101,23525256,"Human miRNA OneArray  v3 and the results were confirmed by quantitative real time RT PCR. The expression of 9 miRNAs (miR 10b,  22,  31,  133b,  190,  501,  615,  501 5p and  615 5p) was upregulated while the expression of 18 additional miRNAs (miR 32,  197,  210,  766,  1229,  1238,  3131,  3149,  1224 3p,  3162 3p,  532,  877,  4701 5p,  5096,  4728 3p,  1273d,  486 3p and 4763 3p) was downregulated in the SGC 7901/5 Fu cell line compared with its parental cell line"
42,"gastric cancer",293,"SGC 7901",4,stomach,9,Fluorouracil,205,miR-3162-3p,101,23525256,"Human miRNA OneArray  v3 and the results were confirmed by quantitative real time RT PCR. The expression of 9 miRNAs (miR 10b,  22,  31,  133b,  190,  501,  615,  501 5p and  615 5p) was upregulated while the expression of 18 additional miRNAs (miR 32,  197,  210,  766,  1229,  1238,  3131,  3149,  1224 3p,  3162 3p,  532,  877,  4701 5p,  5096,  4728 3p,  1273d,  486 3p and 4763 3p) was downregulated in the SGC 7901/5 Fu cell line compared with its parental cell line"
